Depth,Age, Pinus                                         ,Abies,Picea,Juniperus-Type, Pseudotsuga                          ,Tsuga, Ephedra nevadensis#                    ,Ephedra torreyana    , Populus#                                      , Acer                                       , Quercus                               , Juglans, Aesculus,Lithocarpus /  Castanopsis   ,Liquidambar, Garrya / Fremontia        , Rhizophora                , Platanus                         ,RHAMNACEAE                                      , ROSACEAE                                        ,Dodonea           ,Simmondsia     , Bursera                            , Ceanothus                         , Lonicera                                   , Celtis                  ,Eucalyptus                                , Salix                                    , Myrica                                  , Alnus                                      , Artemisia                            , Prosopsis /  Olneya               ,Ambrosia                                 ,Liguliflorae                                    ,High-Spine-COMPOSITAE                      ,Low-Spine-COMPOSITAE                      ,MALVACEAE ,CRUCIFERAE,Arceuthobium,CARYOPHYLLACEAE,RUBIACEAE,EUPHORBIACEAE,LEGUMINOSAE,Dalea,LABIATAE,Salvia,Eriogonum,Polygonum persicaria, Rumex,NYCTAGINACEAE                                   ,Plantago,POLEMONIACEAE                                   ,Gilia, Navarretia                       ,UMBELLIFERAE                                    ,ONAGRACEAE      ,Rhus, ERA - type                                      , GRAMINEAE                                       , Cheno/Am - type                                 , Sarcobatus                            ,Typha / Sparganium            ,CYPERACEAE                                      , LILIACEAE / AGAVACEAE                       , Alternanthera, Potamogeton                         , Isoetes                                ,Dryopteris                                 ,Pteridium                         ,Athyrium                     ,Selaginella                         , Botrychium                       ,Monolete                                        ,Trilete                         ,Pediastrum                       ,Indeterminate                                   , Unknown                                         , Redeposited     , Total           ,Control                                         ,APFAC           ,Other1,Other2,Other3,Other4,Other5,Other6,NoID
18.521,22283.89628,19.54887218,0,1.002506266,16.54135338,0,0,0,0.501253133,0,0,5.764411028,0.250626566,0,0,0,0,0,0,0,0,0,0.250626566,0,0,0,0.250626566,0,0,0,0.250626566,5.012531328,0,20.55137845,0,2.005012531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250626566,0,0,0,0,0,0,1.002506266,8.270676692,13.03258145,0.250626566,0,0,0,0,0,0,0,0,0,0,0,0,0.250626566,0,2.506265664,2.005012531,0,100,29.8245614,0,0,0,0,0,0,0,0
18.671,22501.91558,24.25629291,0,0.686498856,13.72997712,0,0,0,0.915331808,0,0,8.23798627,0,0,0,0,0,0,0,0,0,0.915331808,0,0,0,0,1.14416476,0,0,0,0.228832952,4.347826087,0,25.40045767,0,2.059496568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457665904,7.780320366,4.347826087,0,0,0.457665904,0.228832952,0,0,0,0,0,0,0.228832952,0,0.457665904,0,0,0.915331808,3.203661327,0,100,115.3318078,0,0,0,0,0,0,0,0
19.2,23276.8152,16.49305556,0,1.041666667,16.49305556,3.298611111,0,0,0.694444444,0,0.173611111,12.15277778,0.347222222,0,0,0.694444444,0,0,0,0,0,0,0.520833333,0.520833333,0,0,1.215277778,0,0.173611111,0,0,4.166666667,0,26.73611111,0,4.166666667,0,0,0,0,0,0,0,0,0.173611111,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041666667,8.506944444,9.201388889,0,0,0.173611111,0.173611111,0,0,0.347222222,0,0,0,0,0,0,0,0,3.645833333,0,0,100,69.44444444,4.861111111,0,3.819444444,0,0,0,0,0
19.381,23544.10417,19.73063973,0,0.336700337,15.35353535,0,0,0,0.336700337,0,0.134680135,3.905723906,0,0,0.067340067,0.067340067,0,0,0,0,0,0,0,0.134680135,0,0,0.942760943,0,0.471380471,0,0,8.552188552,0,23.56902357,0,2.760942761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134680135,0.067340067,0,0,0,0,0,0.269360269,3.569023569,13.67003367,0.875420875,0,0.134680135,0.134680135,0,0,0,0,0,0,0.336700337,0,0,0,0,2.693602694,1.750841751,0,100,26.93602694,0,0,1.818181818,0,0,0,0,0
19.8,24167.0682,25.71428571,0,0.879120879,15.6043956,0,0,0,0,0,0,5.934065934,0,0,0,0,0,0,0,0,0,0.21978022,0,0,0,0,0.21978022,0,0,0,0,6.373626374,0,24.3956044,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.153846154,8.571428571,0.21978022,0,0,0.21978022,0,0,0,0,0,0,0,0,0,0,0,1.318681319,1.318681319,0,100,22.41758242,0,0,0,0,0,0,0,0
20.2,24767.2722,22.62090484,0,0.468018721,2.028081123,2.340093604,0,0,0,0.15600624,0.15600624,6.08424337,0,0,0,0,0,0,0.31201248,0,0.15600624,0,0,0,0,0,0.936037441,0,0.15600624,0,0.468018721,4.368174727,0,21.84087363,0,2.808112324,0,0.15600624,0,0,0,0,0,0,0,0,0,0.31201248,0,0,0,0.15600624,0,0,0,0,0,0,0.31201248,6.708268331,10.29641186,0.468018721,0.15600624,0,0,0,0,0,0,0,0,0.31201248,0,0,0,0,0,0,0,100,31.20124805,0,0,2.184087363,0,0,0,0,0
20.224,24803.45494,31.36246787,0,0,15.68123393,0,0,0,0.257069409,0,0,5.141388175,0,0,0,0,0,0,0,0,0,1.028277635,0.257069409,0,0,0,2.05655527,0,0.257069409,0,0.257069409,2.05655527,0,14.6529563,0,2.570694087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257069409,0,0,0.771208226,10.02570694,7.712082262,0,0,0,0.257069409,0,0,0,0,0,0,0.514138817,0,0,0,0,1.028277635,3.856041131,0,100,51.67095116,0,0,0,0,0,0,0,0
20.5,25220.94375,15.3262519,0,0.151745068,16.99544765,0,0,0.151745068,0.303490137,0.151745068,0.303490137,6.525037936,0,0,0,0,0,0,0.455235205,0.303490137,0,0,0.151745068,0.303490137,0,0,0.91047041,0,0,0,0.606980273,6.373292868,0,20.48558422,0,3.793626707,0,0.151745068,0,0,0,0,0,0,0,0,0,0.151745068,0,0,0,0.303490137,0.151745068,0.151745068,0,0,0,0,0.606980273,3.641881639,13.80880121,0.455235205,0,0.303490137,0.303490137,0,0,0,0,0,0,0.151745068,0,0,0,0,2.579666161,3.945371775,0,100,30.34901366,0,0,2.124430956,0,0,0,0,0
20.9,25830.53055,15.40130152,0,0.21691974,22.99349241,0,0,0,0.867678959,0,0.21691974,12.5813449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301518438,0,0.433839479,0.21691974,0.21691974,2.819956616,0,18.65509761,0,1.952277657,0,0.21691974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433839479,6.724511931,9.761388286,0,0,0,0,0,0,0,0,0,0,0.21691974,0.21691974,0,0.433839479,0,2.386117137,1.735357918,0,100,43.38394794,5.206073753,0,3.036876356,0,0,0,0,0
21.3,26445.47895,27.53303965,0,0.660792952,7.709251101,0,0,0,0,0,0,5.50660793,0,0,0,0,0,0,0,0,0,0.220264317,0.440528634,0,0,0,0.220264317,0,0,0,0,3.083700441,0,30.39647577,0,4.185022026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881057269,3.744493392,12.11453744,0.220264317,0,0.660792952,0,0,0,0,0,0,0,0.440528634,0,0,0,0,0.220264317,1.762114537,0,100,37.66519824,0,0,0,0,0,0,0,0
21.7,27065.78895,14.01050788,0,0.175131349,15.76182137,0,0,0,0.350262697,0,0.175131349,6.830122592,0,0,0,0,0,0,0,0.175131349,0,0,0,0.700525394,0,0,1.751313485,0,0,0,0.175131349,3.50262697,0,28.8966725,0,3.327495622,0,0.175131349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175131349,0,0,0,0,0,0,0.525394046,7.355516637,11.9089317,0,0,0.350262697,0,0,0,0,0,0,0,0,0,0,0,0,1.576182137,2.101576182,0,100,35.0262697,0,0,2.276707531,0,0,0,0,0
22,27534.54,29.8245614,0,0.250626566,8.521303258,0,0,0,0.501253133,0,0.501253133,11.02756892,0,0,0,0,0,0,0,0,0,0.751879699,0,0.250626566,0,0,1.253132832,0,0,0.250626566,0,1.253132832,0,26.81704261,0,1.253132832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002506266,4.010025063,8.521303258,0.250626566,0,0,0,0,0,0,0,0,0,0.250626566,0,0.250626566,0,0,0.751879699,2.506265664,0,100,78.19548872,0,0,0,0,0,0,0,0
22.1,27691.46055,20.95238095,0,0.476190476,14.76190476,0,0,0,0.952380952,0,0,7.857142857,0,0,0,0,0,0,0,0.238095238,0,0,0,0.238095238,0,0,0.714285714,0,0,0,0,2.142857143,0,23.80952381,0,3.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238095238,0,0.238095238,0,0,0,0,0.476190476,8.333333333,6.428571429,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,4.523809524,3.095238095,0,100,48.80952381,3.333333333,0,2.619047619,0,0,0,0,0
22.6,28481.0898,17.43589744,0,0.512820513,11.79487179,0,0,0,0.512820513,0,0,10.25641026,0,0,0,0,0.256410256,0,0,0.512820513,0,1.025641026,0.256410256,0.256410256,0,0,2.051282051,0,0,0,0.512820513,0.769230769,0,24.61538462,0,1.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256,0,0,0,0,0,0.512820513,7.948717949,10.51282051,0,0,0.256410256,0.769230769,0,0,0,0,0,0,0,0,0,0.512820513,0,3.58974359,3.076923077,0,100,76.41025641,0,0,0,0,0,0,0,0
23.1,29279.09655,23.98523985,0,0.553505535,8.487084871,0,0,0,0.184501845,0,0.36900369,9.040590406,0,0,0,0,0,0,1.660516605,0,0,0,0,0.184501845,0,0,1.47601476,0,0,0,0,2.029520295,0,22.1402214,0,4.42804428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184501845,8.856088561,11.0701107,0,0,0,0.36900369,0,0,0,0,0,0,0.184501845,0,0,0,0,1.660516605,3.136531365,0,100,36.900369,0,0,2.398523985,0,0,0,0,0
24.1,30900.24255,21.84210526,0,0.263157895,9.473684211,0,0,0,0.263157895,0,0.263157895,10,0,0,0,0,0,0,0,0,0,0.263157895,0,0,0,0,1.315789474,0,0,0,0.526315789,2.631578947,0,28.42105263,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526315789,0,0,0,0,0,0,1.052631579,8.157894737,10,0,0,0.526315789,0.263157895,0,0,0,0,0,0,0,0,0,0,0,0.789473684,2.105263158,0,100,64.73684211,0,0,0,0,0,0,0,0
24.9,32221.28655,12.66149871,0,0,12.40310078,0,0,0,1.033591731,0,0.258397933,5.684754522,0,0,0,0,0,0,1.033591731,0.258397933,0.258397933,0,0.516795866,0.516795866,0,0,2.325581395,0,0.775193798,0,0,3.359173127,0,25.83979328,0,3.617571059,0,0,0,0.258397933,0,0,0,0,0,0,0,0,0,0,0,0.258397933,0,0,0.258397933,0,0,0.516795866,1.033591731,9.560723514,11.88630491,0,0,0.258397933,0.775193798,0,0,0,0,0,0,0,0,0,0,0.258397933,2.842377261,1.550387597,0,100,51.67958656,0,0,2.842377261,0,0,0,0,0
25.1,32554.89855,33.58024691,0,0,2.716049383,0,0,0,0.987654321,0,0,3.456790123,0.740740741,0,0,0.24691358,0,0,0,0,0,0.49382716,0,0.24691358,0,0,1.234567901,0,0,0,0,2.962962963,0,17.5308642,0,1.234567901,0,0,0,0,0,0,0,0,0,0,0.24691358,0,0,0,0,0,0,0,0,0,0.24691358,0,3.456790123,9.135802469,12.83950617,0,0,0,0.24691358,0,0,0,0,0,0,0,0,0,0,0,2.962962963,5.185185185,0,100,33.33333333,0,0,0,0,0,0,0,0
25.4,33057.8298,16.06557377,0,0,11.47540984,0,0,0,0,0,0.327868852,6.557377049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967213115,0,0.327868852,0,0,2.62295082,0,26.8852459,0,1.967213115,0.327868852,0,0,0.327868852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983606557,10.49180328,11.47540984,0,0,0.655737705,0,0,0,0,0,0,0,0,0,0,0,0,2.295081967,5.245901639,0,100,65.57377049,4.590163934,0,3.93442623,0,0,0,0,0
25.6,33394.7928,20.625,0,0,8.125,0,0,0.3125,0.9375,0,0,9.375,0.3125,0,0,0,0.3125,0,0,0,0,0.9375,0,0.3125,0,0,0.625,0,0.3125,0,0.625,2.5,0,28.125,0,3.125,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,8.75,6.5625,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,1.875,4.375,0,100,68.4375,0,0,0,0,0,0,0,0
26.4,34756.0488,15.26946108,0,1.19760479,8.982035928,0,0,0,0,0,0.598802395,10.77844311,0,0,0,0.598802395,0,0,0,0,0,0,0,0.598802395,0,0,2.095808383,0,0,2.095808383,0,0,0,31.43712575,0,3.293413174,0,0,0,0,0,0,0,0,0,0,0.299401198,0,0,0,0,0.598802395,0,0,0,0,0,0,0.598802395,6.886227545,9.580838323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.497005988,3.592814371,0,100,59.88023952,5.389221557,0,3.592814371,0,0,0,0,0
27.1,34587.885,28.00982801,0,0.245700246,7.371007371,0,0,0.245700246,0.982800983,0,0,9.582309582,0,0,0,0,0,0,0,0,0,0.491400491,0.245700246,0,0,0,0.982800983,0,0.245700246,0.245700246,0.245700246,0.737100737,0,31.6953317,0,0.982800983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982800983,4.914004914,8.845208845,0.245700246,0,0,0,0,0,0,0,0,0,0.245700246,0,0,0,0,1.228501229,2.457002457,0,100,50.61425061,0,0,0,0,0,0,0,0
27.5,34801.625,17.4366617,0,0.298062593,12.81669151,0,0,0.149031297,0.44709389,0,0.44709389,5.067064083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894187779,0,0,0,0,4.172876304,0,28.46497765,0,2.384500745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298062593,0,0,0,0,0.44709389,0,0.596125186,5.514157973,15.79731744,0.298062593,0,0.149031297,0,0,0,0,0,0,0,0,0,0,0,0,2.682563338,1.639344262,0,100,29.80625931,0,0,2.086438152,0,0,0,0,0
28,35068.8,19.12225705,0,0.626959248,5.015673981,0,0,0,0.940438871,0,0,11.91222571,0,0,0,0,0,0,0,0,0,0.313479624,0,0,0,0,2.194357367,0,0,0,0.313479624,2.821316614,0,29.46708464,0.313479624,3.448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253918495,6.269592476,11.28526646,0.313479624,0,0,0.940438871,0,0,0,0,0,0,0,0,0,0.313479624,0,1.253918495,1.880877743,0,100,67.0846395,0,0,0,0,0,0,0,0
28.9,35549.715,15.19434629,0,0.706713781,10.9540636,0,0,0,0.706713781,0,0.706713781,7.597173145,0,0,0,0.176678445,0.530035336,0,0.35335689,0,0,0,0,0.530035336,0,0,0.706713781,0,0.530035336,0,0.176678445,2.826855124,0,26.14840989,0,3.356890459,0,0.35335689,0,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706713781,9.187279152,10.77738516,0,0,0.35335689,0,0,0,0,0,0,0.176678445,0.530035336,0,0,0.176678445,0,4.06360424,2.120141343,0,100,35.33568905,0,0,2.120141343,0,0,0,0,0
29.2,35710.02,32.86516854,0,0,15.73033708,0,0,0,1.404494382,0,0,6.741573034,0,0,0,0,0,0,0.280898876,0,0,0,0.280898876,0,0,0,0.842696629,0,0,0,0,4.213483146,0,13.76404494,0,1.404494382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280898876,0,0,0,0,0,0,0.842696629,5.617977528,12.07865169,0.280898876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.966292135,1.404494382,0,100,33.42696629,0,0,0,0,0,0,0,0
29.6,35923.76,35.10638298,0,0,11.34751773,0,0,0,0.709219858,0,0.354609929,1.418439716,0,0,0,0,0,0,0,0,0,0,0,0.709219858,0,0,0,0,0.354609929,0,0,2.127659574,0,17.37588652,0,1.773049645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.255319149,18.08510638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.191489362,3.191489362,0,100,70.92198582,0,0,5.319148936,0,0,0,0,0
29.9,36084.065,18.30985915,0,0,4.225352113,0,0,0,0.469483568,0,0.469483568,6.103286385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.816901408,0,0.938967136,0,0,0.938967136,0,23.4741784,0,0.938967136,0,0,0,0,0,0,0,0,0,0,0,0.469483568,0,0,0,0,0,0.469483568,0,0,0,0,0.938967136,14.08450704,18.30985915,0,0,0.938967136,1.408450704,0,0,0,0,0,0,0,0,0,0,0,1.408450704,3.286384977,0,100,98.12206573,0,0,0,0,0,0,0,0
30.3,36297.805,18.69158879,0,0,3.738317757,0,0,0,0.934579439,0,0,1.246105919,0,0,0,0,0,0,0,0,0,0,0,0.31152648,0,0,0,0,0.31152648,0,0,1.246105919,0,28.03738318,0,4.049844237,0,0.62305296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31152648,6.542056075,27.7258567,0,0,0.62305296,0,0,0,0,0.31152648,0,0,0,0,0,0.62305296,0,1.869158879,2.803738318,0,100,62.30529595,0,0,4.049844237,0,0,0,0,0
30.4,36351.24,10.32448378,0,0,10.32448378,0,0,0.294985251,0,0,0.294985251,0,0,0,0,0,0,0,0,0.294985251,0,0,0.294985251,0.294985251,0,0.294985251,0.294985251,0,0,0,0,2.359882006,0,29.49852507,0,1.474926254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294985251,0.884955752,8.849557522,23.00884956,0,0,0.589970501,0.294985251,0,0,0,0,0,0,0.884955752,0.294985251,0,0,0,3.83480826,5.014749263,0,100,29.49852507,0,0,2.064896755,0,0,0,0,0
30.9,36618.415,13.30472103,0,0,2.360515021,0,0,0,0.214592275,0,0,3.21888412,0,0,0,0,0,0,0.214592275,0,0,0,0,0,0,0,1.072961373,0,0,0,0,1.931330472,0,20.60085837,0,3.862660944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.716738197,11.58798283,27.89699571,0,0,0.214592275,0.429184549,0,0,0,0,0,0,0,0,0,0,0,7.296137339,4.077253219,0,100,42.91845494,0,0,2.145922747,0,0,0,0,0
31.2,36778.72,9.872611465,0,0.318471338,4.777070064,0,0,0,0.636942675,0,0.636942675,2.866242038,0.318471338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318471338,0,0,0,0,1.592356688,0,35.66878981,0,4.777070064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.184713376,7.006369427,23.24840764,0,0,0.318471338,0,0,0,0,0,0,0,0,0,0,0,0,1.592356688,2.866242038,0,100,63.69426752,0,0,4.140127389,0,0,0,0,0
31.8,37099.33,10.90225564,0,0,7.142857143,0,0,0,0.751879699,0,0,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0.37593985,0,0,0.37593985,0,0,0,0,1.503759399,0,15.03759399,0,1.879699248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37593985,7.142857143,40.97744361,0,0,0.37593985,0.37593985,0,0,0,0,0,0,0.37593985,0,0,0,0,4.887218045,3.383458647,0,100,150.3759399,0,0,9.022556391,0,0,0,0,0
32.3,37366.505,13.28903654,0,0,10.63122924,0,0,0,0.664451827,0,0.332225914,2.657807309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.328903654,0,0.332225914,0,0.332225914,0.664451827,0,15.94684385,0,2.990033223,0,0,0,0,0,0,0,0,0,0,0.332225914,0.332225914,0,0,0,0.332225914,0,0,0,0,0,0,2.325581395,8.305647841,26.57807309,0,0,0.664451827,0.332225914,0,0,0,0,0,0,0,0,0,0,0,4.651162791,6.976744186,0,100,74.75083056,0,0,0,0,0,0,0,0
32.6,37526.81,13.35311573,0,0,6.528189911,0,0,0,0.59347181,0,0,5.341246291,0,0,0,0.296735905,0,0,0,0,0,0,0,0,0,0,0.59347181,0,0.59347181,0,0,1.483679525,0,11.5727003,0,1.78041543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59347181,14.83679525,27.59643917,0,0,0.59347181,0,0,0,0,0,0,0,0,0,0,0.296735905,0,3.560830861,10.38575668,0,100,118.694362,5.341246291,0,7.121661721,0,0,0,0,0
33.5,38007.725,10.84598698,0,0,10.62906725,0,0,0,0,0,0,3.687635575,0,0,0.21691974,0,0,0,0,0,0,0,0,0,0,0,1.518438178,0,0,0,0,0.650759219,0,17.57049892,0,0.867678959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.386117137,13.23210412,24.07809111,0,0,0.21691974,0.21691974,0,0,0,0,0,0,0,0,0,0,0,2.386117137,11.4967462,0,100,43.38394794,1.518438178,0,2.386117137,0,0,0,0,0
33.8,38168.03,10.06944444,0,0,4.861111111,0,0,0.347222222,0,0,0,3.298611111,0,0,0,0.173611111,0,0,0,0,0,0,0,0.520833333,0,0,0.694444444,0,0.347222222,0,0.173611111,0.868055556,0,11.63194444,0,1.5625,0,0.173611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520833333,0,0.173611111,0,0,0,0,2.777777778,18.92361111,21.875,0,0,0.173611111,0.347222222,0.173611111,0,0,0.173611111,0,0,0,0,0,0,0,5.555555556,4.513888889,0,100,86.80555556,4.6875,0,5.555555556,0,0,0,0,0
35,38809.25,8.588957055,0,0,9.81595092,0,0,0,1.022494888,0,0,2.249488753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.840490798,0,0.204498978,0,0,0.204498978,0,17.38241309,0,2.249488753,0,0.204498978,0,0,0,0,0,0,0,0.204498978,0,0,0,0,0,0,0,0,0,0,0,0,4.703476483,17.99591002,21.06339468,0,0,0.204498978,0,0,0,0,0,0,0,0,0,0,0,0,5.112474438,6.952965235,0,100,123.9263804,8.384458078,0,8.793456033,0,0,0,0,0
35.4,39022.99,27.12765957,0,0,1.595744681,0,0,0,0.531914894,0,0,7.978723404,0,0,0,0,0,0,0,0,0,0.531914894,0,0.531914894,0,0,1.595744681,0,1.063829787,0,0,0,0,17.55319149,0,2.659574468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531914894,0,0.531914894,0,0,0,0,0,11.17021277,15.42553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.723404255,9.042553191,0,100,106.3829787,0,0,0,0,0,0,0,0
35.7,39183.295,11.40350877,0,0,3.947368421,0,0,0,0,0,0,3.947368421,0,0,0,0,0,0.438596491,0,0,0,0.438596491,0,0,0,0,1.315789474,0,0.438596491,0,0,0.877192982,0,28.50877193,0,3.947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438596491,0,0,0,0,3.947368421,18.85964912,12.71929825,0,0,0,0.877192982,0,0,0,0,0,0,0,0,0,0,0,5.263157895,6.140350877,0,100,92.98245614,0,0,0,0,0,0,0,0
36.9,39824.515,26.93877551,0,0,1.632653061,0,0,0,0,0,0.816326531,0.816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265,0,0,0,0,1.224489796,0,25.71428571,0,3.673469388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.571428571,13.46938776,0,0,0,0,0,0,0,0.408163265,0,0,0,0,0,0,0,6.93877551,8.979591837,0,100,81.63265306,0,0,0,0,0,0,0,0
37.3,40038.255,9.872611465,0,0,5.095541401,0,0,0,0,0,0,2.866242038,0,0.318471338,0,0,0,0,0.318471338,0,0,0.318471338,0.636942675,0,0,0,1.27388535,0,0,0,0,0.955414013,0,27.70700637,0,3.503184713,0,0.318471338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318471338,0,0.318471338,0,0,0,0,2.229299363,13.69426752,17.19745223,0,0,0,0.636942675,0,0,0,0,0,0,0,0,0,0,0,5.414012739,7.006369427,0,100,63.69426752,0,0,0,0,0,0,0,0
39.2,41053.52,17.91044776,0,0,4.975124378,0,0,0,0,0,0.497512438,4.47761194,0,0,0,0,0,0,0,0,0,0.497512438,0,0,0,0,0.995024876,0,0,0,0.497512438,1.990049751,0,16.41791045,0,1.990049751,0,0,0,0,0,0,0,0,0,0,0,0.497512438,0,0,0,0,0,0,0,0,0,0,1.492537313,16.41791045,14.92537313,0,0,0,0,0,0,0,0.497512438,0,0,0,0,0,0,0,5.970149254,9.950248756,0,100,49.75124378,0,0,0,0,0,0,0,0
40.7,43149.33,8.258928571,0,0,12.5,0,0,0,0.223214286,0,0,4.241071429,0,0,0,0,0,0,0,0,0,2.008928571,0,0,0,0,2.678571429,0,0.446428571,0,0,0.446428571,0,37.27678571,0,3.571428571,0,0,0,0,0,0,0,0,0,0.446428571,0,0,0,0,0,0.669642857,0,0,0,0,0,0,1.116071429,5.580357143,6.696428571,0,0,0.446428571,0.223214286,0,0,0,0,0,0,0,0,0,0,0,4.6875,8.482142857,0,100,45.08928571,0,16.07142857,0,26.5625,184.8214286,11.83035714,223.2142857,0
43.1,46369.89,9.856262834,0,0,21.14989733,0,0,0.205338809,0.410677618,0,0.205338809,4.517453799,0,0,0,0,0,0,0,0,0,0.205338809,0,0,0,0,0.205338809,0,0,0,0,1.437371663,0,37.37166324,0,4.31211499,0,0.205338809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616016427,0.410677618,6.776180698,0,0,0,0,0,0,0,0,0,0,1.232032854,0,0,0.205338809,0,2.05338809,8.624229979,0,100,58.31622177,0,25.66735113,0,18.48049281,178.6447639,8.213552361,205.338809,0
43.4,46772.46,7.948243993,0,0,29.2051756,0,0,0.184842884,0.184842884,0,0.369685767,4.436229205,0,0,0,0,0,0,0.924214418,0.369685767,0,0,0,0,0,0,0,0,0.184842884,0,0.184842884,1.293900185,0,31.23844732,0,2.033271719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554528651,3.14232902,12.01478743,0,0,0.184842884,0.184842884,0.554528651,0,0,0,0,0,0,0,0,0,0,2.033271719,2.772643253,0,100,48.42883549,0,25.32347505,0,11.09057301,167.0979667,6.654343808,184.8428835,0
44.1,47711.79,20.37914692,0,0.236966825,17.06161137,0,0,0.236966825,0.947867299,0,0.236966825,1.658767773,0,0,0,0,0,0,0.236966825,0,0,0,0,0,0,0,0,0,0,0,0,1.895734597,0,21.56398104,0,4.265402844,0,0,0,0,0,0,0,0,0,0,0,1.895734597,0,0,0,0,0,0,0,0,0,0,0.236966825,1.421800948,18.2464455,0.236966825,0,0,0.473933649,0,0,0,0,0,0,0,0,0,0,0,4.028436019,4.739336493,0,100,143.1279621,0,46.44549763,0,16.11374408,213.9810427,6.872037915,236.9668246,0
44.5,48248.55,14.47084233,0,0.431965443,20.19438445,0,0,0.107991361,0.431965443,0,0,4.211663067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647948164,0,0,0,0,3.455723542,0,26.99784017,0,2.807775378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215982721,0,0,0,0,0,0,0.755939525,4.319654428,13.39092873,0,0,0.431965443,0.431965443,0,0,0,0,0,0,0,0,0,0.215982721,0,3.671706264,2.807775378,0,100,46.4362851,0,20.08639309,0,8.207343413,96.9762419,2.807775378,107.9913607,0
